#name,airport,city,country,description,type,latitude,longitude
Four Seasons HAWAII,LNY,,US,Four Seasons,Luxury hotel,,
Rosewood Moyo,LOP,,ID,Rosewood Hotel,Luxury hotel,,
Paradisus by Melia Gran Canaria,LPA,,ES,,Luxury hotel,,
The Grand National,LPL,,UK,A world-famous steeplechase horse race attracting large fashionable crowds and high-stakes betting.,Elite Destination,,
Amantaka,LPQ,,LA,Aman resorts,Luxury hotel,,
Rosewood Luang Prabang,LPQ,,LA,Rosewood Hotel,Luxury hotel,,
La Résidence Phou Vao,LPQ,,LA,,Luxury hotel,,
Belmond La Résidence Phou Vao,LPQ,Luang Prabang,LA,,Luxury hotel,,
British GP,LTN,,GB,Formula One race held at the Silverstone Circuit,Elite Destination,52.075,-1.0167
La Réserve Ramatuelle,LTT,Saint-Tropez,FR,,Luxury hotel,,
Mount Everest Base Camp,LUA,,NP,,Adventure Tourism,,
Mount Everest Base Camp,LUA,,NP,,Adventure Tourism,,
St. Moritz,LUG,,CH,,Elite residential,,
St. Moritz,LUG,,CH,,Ski Resort,,
Lhasa,LXA,,CN,The capital city of Tibet,Adventure Tourism,,
The St. Regis Lhasa Resort,LXA,,CN,St. Regis,Luxury hotel,,
Shangri-La Hotel Lhasa,LXA,Lhasa,CN,,Luxury hotel,29.6603,91.1148
Svalbard,LYR,,NO,Pristine Arctic wilderness with exclusive expedition lodges and unparalleled polar bear viewing opportunities.,Adventure Tourism,,
Polar bears,LYR,,NO,,Adventure Tourism,,
Four Seasons MEGÈVE (LES CHALETS..),LYS,,FR,Four Seasons,Luxury hotel,,
L'Apogée Courchevel,LYS,,FR,Oetker Collection Hotels,Luxury hotel,,
Cour des Loges Lyon,LYS,Lyon,FR,Radisson Collection Hotel,Luxury hotel,45.763504,4.827283
Rosewood Courchevel,LYS,,FR,Rosewood Hotel,Luxury hotel,,
Six Senses Six Senses FRANCE,LYS,,FR,Six Senses Resorts,Luxury hotel,,
ITC Grand Chola,MAA,,IN,Luxury Collection Hotels,Luxury hotel,,
Park Hyatt Chennai,MAA,Chennai,IN,,Luxury hotel,,
La Latina,MAD,Madrid,ES,,Elite residential,,
Salamanca,MAD,Madrid,ES,,Elite residential,,
The Madrid EDITION,MAD,Madrid,ES,EDITION,Luxury hotel,,
Four Seasons MADRID,MAD,Madrid,ES,Four Seasons,Luxury hotel,,
JW Marriott Hotel Madrid,MAD,Madrid,ES,JW Marriott,Luxury hotel,,
Santo Mauro,MAD,Madrid,ES,Luxury Collection Hotels,Luxury hotel,,
Mandarin Oriental Madrid,MAD,Madrid,ES,Mandarin Oriental,Luxury hotel,,
Rosewood Madrid,MAD,Madrid,ES,Rosewood Hotel,Luxury hotel,,
Abadía Retuerta LeDomaine,MAD,Madrid,ES,,Luxury hotel,,
Cristine Bedfor,MAH,Menorca,ES,,Luxury hotel,,
The Edwardian Manchester,MAN,Manchester,GB,Radisson Collection Hotel,Luxury hotel,53.4779358,2.246978
Kimpton Clocktower Hotel,MAN,,GB,,Luxury hotel,,
Amazon Rainforest,MAO,,BR,,Adventure Tourism,,
Tryall Club,MBJ,Montego Bay,JM,,Elite residential,,
Hyatt Zilara Rose Hall,MBJ,,JM,,Luxury hotel,,
Monaco GP,MCM,,FR,Formula One race held at the Circuit de Monaco,Elite Destination,43.73472,7.42056
Avenue Princesse Grace Monte Carlo,MCM,Nice,MC,,Elite residential,,
Avenue Princesse Grace Monte Carlo,MCM,Nice,MC,,Elite residential,,
Monaco,MCM,Nice,MC,,Elite residential,,
Fairmont Monte-Carlo,MCM,,MC,,Luxury hotel,,
Hôtel Métropole Monte-Carlo,MCM,,MC,,Luxury hotel,,
Hôtel de Paris Monte-Carlo,MCM,,MC,,Luxury hotel,,
Fairmont Monte Carlo,MCM,,MC,,Luxury hotel,43.737,7.425
Hotel Negresco,MCM,,MC,,Luxury hotel,,
Four Seasons ORLANDO,MCO,,US,Four Seasons,Luxury hotel,,
Grande Lakes,MCO,,US,JW Marriott,Luxury hotel,,
JW Marriott Orlando Bonnet Creek Resort & Spa,MCO,,US,JW Marriott,Luxury hotel,,
The Ritz-Carlton Orlando Grande Lakes,MCO,,US,Ritz-Carlton,Luxury hotel,,
Waldorf Astoria Orlando,MCO,Orlando,US,,Luxury hotel,,
Conrad Orlando,MCO,Orlando,US,,Luxury hotel,,
ette hotel,MCO,,US,,Luxury hotel,,
Al Shatti,MCT,Muscat,OM,,Elite residential,,
Muscat,MCT,,OM,,Elite residential,,
JW Marriott Hotel Muscat,MCT,,OM,JW Marriott,Luxury hotel,,
Hormuz Grand Muscat,MCT,Muscat,OM,Radisson Collection Hotel,Luxury hotel,23.5771656,58.2894859
Al Bustan Palace,MCT,,OM,Ritz-Carlton,Luxury hotel,,
Six Senses OMAN,MCT,,OM,Six Senses Resorts,Luxury hotel,,
Alila Jabal Akhdar,MCT,Muscat,OM,,Luxury hotel,,
Shangri-La Barr Al Jissah Resort & Spa,MCT,Muscat,OM,,Luxury hotel,23.6143,58.5453
Shangri-La Al Husn Resort & Spa,MCT,Muscat,OM,,Luxury hotel,23.6143,58.5453
Netanya Noosa ,MCY,,AU,,Luxury hotel,,
23 Hotel Medellin,MDE,,CO,,Luxury hotel,,
Magnificent Mile,MDW,,US,,Elite Destination,,
Obama Presidential Center,MDW,,US,,Elite Destination,,
Burr Ridge Club,MDW,,US,,Elite residential,,
Park Hyatt Chicago,MDW,Chicago,US,,Luxury hotel,,
Waldorf Astoria Chicago,MDW,Chicago,US,,Luxury hotel,,
University of Chicago,MDW,Chicago,US,,University,,
Park Hyatt Mendoza,MDZ,Mendoza,AR,,Luxury hotel,,
El Poblado,MED,Medellin,CO,,Elite residential,,
Laureles,MED,Medellín,CO,,Elite residential,,
Madina,MED,,SA,The Oberoi,Luxury hotel,,
Australian GP,MEL,,AU,Formula One race held at the Albert Park Circuit,Elite Destination,-37.84972,144.96833
Camberwell,MEL,,AU,,Elite residential,,
South Yarra,MEL,Melbourne,AU,,Elite residential,,
Toorak,MEL,Melbourne,AU,,Elite residential,,
The Ritz-Carlton Melbourne,MEL,,AU,Ritz-Carlton,Luxury hotel,,
Tolarno Hotel,MEL,Victoria,AU,,Luxury hotel,,
Park Hyatt Melbourne,MEL,Melbourne,AU,,Luxury hotel,,
Grand Hyatt,MEL,,AU,,Luxury hotel,,
Shangri-La Hotel,MEL,,AU,,Luxury hotel,,
Jackalope,MEL,,AU,,Luxury hotel,,
Crown Metropol,MEL,,AU,,Luxury hotel,,
University of Melbourne,MEL,,AU,,University,,
The Central Station,MEM,,US,,Luxury hotel,,
Mexican GP,MEX,,MX,Formula One race held at the Autódromo Hermanos Rodríguez,Elite Destination,19.40611,-99.0925
Bosques de las Lomas,MEX,Mexico City,MX,Exclusive gated community featuring lavish mansions,Elite residential,,
La Condesa,MEX,Mexico City,MX,,Elite residential,,
Lomas de Chapultepec,MEX,Mexico City,MX,,Elite residential,,
Paseo de la Reforma,MEX,Mexico City,MX,,Elite residential,,
Polanco,MEX,Mexico City,MX,,Elite residential,,
Roma Norte,MEX,Mexico City,MX,,Elite residential,,
Four Seasons MEXICO CITY,MEX,Mexico City,MX,Four Seasons,Luxury hotel,,
JW Marriott Hotel Mexico City Polanco,MEX,Mexico City,MX,JW Marriott,Luxury hotel,,
JW Marriott Hotel Mexico City Santa Fe,MEX,Mexico City,MX,JW Marriott,Luxury hotel,,
The Ritz-Carlton Mexico City,MEX,Mexico City,MX,Ritz-Carlton,Luxury hotel,,
The St. Regis Mexico City,MEX,Mexico City,MX,St. Regis,Luxury hotel,,
Four Seasons MACAO,MFM,Macau,MO,Four Seasons,Luxury hotel,,
JW Marriott Hotel Macau,MFM,Macau,MO,JW Marriott,Luxury hotel,,
Mandarin Oriental Macau,MFM,Macau,MO,Mandarin Oriental,Luxury hotel,,
The Ritz-Carlton Macau,MFM,Macau,MO,Ritz-Carlton,Luxury hotel,,
The St. Regis Macao,MFM,Macau,MO,St. Regis,Luxury hotel,,
Conrad Macao,MFM,Macau,MO,,Luxury hotel,,
Andaz Macau,MFM,Macau,MO,,Luxury hotel,,
Banyan Tree Macau,MFM,Macau,MO,,Luxury hotel,,
Raffles at Galaxy Macau,MFM,Macau,MO,,Luxury hotel,,
Marsh Harbour,MHH,,BS,,Elite residential,,
Miami GP,MIA,,US,Formula One race held at the Miami International Autodrome,Elite Destination,25.95806,-80.23889
The Art Basel Fair,MIA,,US,,Elite Destination,,
Fisher Island,MIA,Miami,US,,Elite residential,,
Miami Beach,MIA,Miami,US,,Elite residential,,
Bulgari Hotel,MIA,Miami,US,Bulgari Hotel,Luxury hotel,,
Miami Beach EDITION,MIA,Miami,US,EDITION,Luxury hotel,,
Four Seasons MIAMI,MIA,Miami,US,Four Seasons,Luxury hotel,,
Four Seasons MIAMI BEACHES,MIA,Miami,US,Four Seasons,Luxury hotel,,
JW Marriott Miami,MIA,Miami,US,JW Marriott,Luxury hotel,,
JW Marriott Miami Turnberry Resort & Spa,MIA,Miami,US,JW Marriott,Luxury hotel,,
Mandarin Oriental Miami,MIA,Miami,US,Mandarin Oriental,Luxury hotel,,
The Setai Miami Beach,MIA,,US,MICHELIN Two Key Hotel,Luxury hotel,,
The Ritz-Carlton Key Biscayne,MIA,Miami,US,Ritz-Carlton,Luxury hotel,,
The Ritz-Carlton South Beach,MIA,Miami,US,Ritz-Carlton,Luxury hotel,,
Rosewood Miami Beach,MIA,Miami,US,Rosewood Hotel,Luxury hotel,,
The St. Regis Bal Harbour Resort,MIA,Miami,US,St. Regis,Luxury hotel,,
Casa Cipriani,MIA,,US,,Luxury hotel,,
Waldorf Astoria Miami,MIA,Miami,US,,Luxury hotel,,
Chablé Yucatan,MID,,MX,,Luxury hotel,,
Great Barrier Reef,MKY,,AU,,Adventure Tourism,,
The Phoenicia Malta,MLA,,MT,,Luxury hotel,,
Space Tourism,MLB,,US,,Adventure Tourism,,
COMO Cocoa Island,MLE,Male,MV,COMO,Luxury hotel,,
COMO Maalifushi,MLE,Male,MV,COMO,Luxury hotel,,
Four Seasons MALDIVES AT KUDA HURAA,MLE,Male,MV,Four Seasons,Luxury hotel,,
Four Seasons MALDIVES AT LANDAA GIRAAVARU,MLE,Male,MV,Four Seasons,Luxury hotel,,
Four Seasons MALDIVES PRIVATE ISLAND VOAVAH AT BAA ATOLL,MLE,Male,MV,Four Seasons,Luxury hotel,,
JW Marriott Maldives Resort & Spa,MLE,Male,MV,JW Marriott,Luxury hotel,,
One&Only Male,MLE,Male,MZ,One&Only,Luxury hotel,,
The Ritz-Carlton Maldives Fari Islands,MLE,Male,MV,Ritz-Carlton,Luxury hotel,,
Six Senses MALDIVES,MLE,Male,MV,Six Senses Resorts,Luxury hotel,,
The St. Regis Maldives Vommuli Resort,MLE,Male,MV,St. Regis,Luxury hotel,,
Shangri-La’s Villingili Resort & Spa,MLE,Villingili Island,MV,,Luxury hotel,3.3841,73.2207
Waldorf Astoria Maldives Ithaafushi,MLE,Male,MV,,Luxury hotel,,
Conrad Maldives Rangali Island,MLE,Malé,MV,,Luxury hotel,,
Park Hyatt Maldives Hadahaa,MLE,Malé,MV,,Luxury hotel,,
Raffles Maldives Meradhoo,MLE,Malé,MV,,Luxury hotel,,
Österlen,MMX,,SE,,Elite residential,,
The Peninsula Manila,MNL,,PH,The Peninsula,Luxury hotel,,
Shangri-La Hotel Manila,MNL,Manila,PH,,Luxury hotel,14.5995,120.9842
Shangri-La The Fort,MNL,Manila,PH,,Luxury hotel,14.5995,120.9842
The Peninsula Manila,MNL,,PH,,Luxury hotel,,
Conrad Manila,MNL,Manila,PH,,Luxury hotel,,
Raffles Makati,MNL,Manila,PH,,Luxury hotel,,
Shangri-La’s Boracay Resort and Spa,MPH,Boracay,PH,,Luxury hotel,11.9714,121.9605
Kruger National Park,MQP,,ZA,,Adventure Tourism,,
Mustique,MQS,,VC,A small private island with villas attracting celebrities and royalty offering privacy and seclusion.,Elite residential,,
Mara Serena Lodge,MRE,,KE,,Adventure Tourism,,
Riveria,MRS,,FR,,Elite residential,,
Château de la Gaude,MRS,Aix-en-Provence,FR,Two Michelin keys,Luxury hotel,,
Mauritius,MRU,,MU,,Elite residential,,
Four Seasons MAURITIUS,MRU,,MU,Four Seasons,Luxury hotel,,
JW Marriott Mauritius Resort,MRU,,MU,JW Marriott,Luxury hotel,,
One&Only Mauritius,MRU,,MU,One&Only,Luxury hotel,,
Shangri-La’s Le Touessrok Resort & Spa,MRU,Trou d'Eau Douce,MU,,Luxury hotel,-20.3833,57.6833
Ventana Big Sur,MRY,,US,MICHELIN Two Key Hotel,Luxury hotel,,
Alila Ventana Big Sur,MRY,Monterey,US,,Luxury hotel,,
Carmel Valley Ranch,MRY,Monterey,US,,Luxury hotel,,
University of Wisconsin-Madison,MSN,,US,,University,,
Four Seasons MINNEAPOLIS,MSP,,US,Four Seasons,Luxury hotel,,
Four Seasons NEW ORLEANS,MSY,,US,Four Seasons,Luxury hotel,,
The Eliza Jane,MSY,,US,Hyatt Unbound,Luxury hotel,,
JW Marriott New Orleans,MSY,,US,JW Marriott,Luxury hotel,,
The Ritz-Carlton New Orleans,MSY,,US,Ritz-Carlton,Luxury hotel,,
The Roosevelt New Orleans A Waldorf Astoria Hotel,MSY,New Orleans,US,,Luxury hotel,,
Sleeping Indian Lodge,MTJ,,US,Auberge Resorts,Luxury hotel,,
JW Marriott Hotel Monterrey Valle,MTY,,MX,JW Marriott,Luxury hotel,,
Eagle Island Lodge,MUB,,BW,,Luxury hotel,,
Savute Elephant Lodge,MUB,,BW,,Luxury hotel,,
Belmond Eagle Island Lodge,MUB,Maun,BW,,Luxury hotel,,
Bavarian Estates,MUC,Munich,DE,Castles,Elite residential,,
Schwabing,MUC,Munich,DE,,Elite residential,,
Koenigshof,MUC,Munich,DE,Luxury Collection Hotels,Luxury hotel,,
Mandarin Oriental Munich,MUC,Munich,DE,Mandarin Oriental,Luxury hotel,,
The Charles Hotel,MUC,Munich,DE,Rocco Forte Hotel,Luxury hotel,48.1372,11.5755
Rosewood Munich,MUC,Munich,DE,Rosewood Hotel,Luxury hotel,,
Roomers Munich Autograph Collection,MUC,,DE,,Luxury hotel,,
Andaz Munich Schwabinger Tor,MUC,Munich,DE,,Luxury hotel,,
Bayerischer Hof,MUC,,DE,,Luxury hotel,,
Rosewood Carrasco,MVD,,UY,Seaside suburb known for its elegant villas,Elite residential,,
Martha's Vineyard,MVY,,US,,Elite residential,,
Martha's Vineyard,MVY,,US,,Elite residential,,
Italian GP,MXP,,IT,Formula One race held at the Autodromo Nazionale Monza,Elite Destination,45.62056,9.28944
Fashion Week,MXP,,IT,,Elite Destination,,
Sant'Ambrogio,MXP,Milan,IT,,Elite residential,,
Bulgari Hotel Milano,MXP,Milan,IT,Bulgari Hotel,Luxury hotel,,
Four Seasons MILAN,MXP,Milan,IT,Four Seasons,Luxury hotel,,
Mandarin Oriental Lake Como,MXP,Milan,IT,Mandarin Oriental,Luxury hotel,,
Mandarin Oriental Milan,MXP,Milan,IT,Mandarin Oriental,Luxury hotel,,
Santa Sofia Milan,MXP,Milan,IT,Radisson Collection Hotel,Luxury hotel,45.45605,9.187621
The Carlton,MXP,Milan,IT,Rocco Forte Hotel,Luxury hotel,45.4642,9.19
Grand Hotel Tremezzo Lake Como,MXP,,IT,,Luxury hotel,,
Casa Cipriani,MXP,,IT,,Luxury hotel,,
Grand Hotel Tremezzo,MXP,Milan,IT,,Luxury hotel,,
Passalacqua,MXP,Milan,IT,,Luxury hotel,,
Park Hyatt Milan,MXP,Milan,IT,,Luxury hotel,,
Penghu Islands,MZG,,TW,Exclusive island chain with secluded beaches,Elite residential,,
HOSHINOYA Karuizawa,NAG,,JP,HOSHINOYA,Luxury hotel,,
Baghvan A Taj Safari,NAG,Nagpur,IN,,Luxury hotel,21.0625,79.0833
Fiji,NAN,,FJ,,Elite residential,,
COMO Laucala Island,NAN,,FJ,COMO,Luxury hotel,,
Six Senses Six Senses FIJI,NAN,,FJ,Six Senses Resorts,Luxury hotel,,
Nanuku Resort Fiji,NAN,,FJ,,Luxury hotel,,
Shangri-La Yanuca Island,NAN,Yanuca Island,FJ,,Luxury hotel,-18.2486,178.4419
Shangri-La’s Fijian Resort & Spa,NAN,Yanuca Island,FJ,,Luxury hotel,-18.2486,178.4419
Hotel La Palma,NAP,Capri,IT,Oetker Collection Hotels,Luxury hotel,,
Palazzo Sirignano,NAP,Naples,IT,Rocco Forte Hotel,Luxury hotel,40.8518,14.2681
Capri Palace Jumeirah,NAP,Capri,IT,Two Michelin keys,Luxury hotel,,
JK Place Capri,NAP,Naples,IT,,Luxury hotel,,
Il San Pietro di Positano,NAP,Naples,IT,,Luxury hotel,,
Belmond Hotel Caruso,NAP,Naples,IT,,Luxury hotel,,
Palazzo Avino,NAP,Naples,IT,,Luxury hotel,,
Monastero Santa Rosa Hotel & Spa,NAP,Naples,IT,,Luxury hotel,,
Four Seasons BAHAMAS,NAS,,BM,Four Seasons,Luxury hotel,,
Montage Cay,NAS,,BM,Montage,Luxury hotel,,
Rosewood Nassau,NAS,,BM,Rosewood Hotel,Luxury hotel,,
Grand Hyatt Baha Mar,NAS,,BM,,Luxury hotel,,
JW Marriott Hotel Nairobi,NBO,,KE,JW Marriott,Luxury hotel,,
JW Marriott Masai Mara Lodge,NBO,,KE,JW Marriott,Luxury hotel,,
Hemingways Nairobi,NBO,,KE,,Luxury hotel,,
Fairmont The Norfolk Hotel,NBO,,KE,,Luxury hotel,,
Park Hyatt Changbaishan,NBS,,CN,,Luxury hotel,,
The Cannes Film Festival,NCE,Nice,FR,Prestigious film festival in Cannes,Elite Destination,,
Cannes,NCE,Nice,FR,,Elite residential,,
Nîmes,NCE,Nice,FR,,Elite residential,,
Saint-Tropez,NCE,Nice,FR,,Elite residential,,
Grand Hôtel du Cap-Ferrat,NCE,Nice,FR,Four Seasons,Luxury hotel,,
JW Marriott Cannes,NCE,Nice,FR,JW Marriott,Luxury hotel,,
Hôtel du Couvent,NCE,Nice,FR,Luxury Collection Hotels,Luxury hotel,,
Château Saint-Martin & Spa,NCE,Nice,FR,Oetker Collection Hotels,Luxury hotel,,
Hotel du Cap-Eden-Roc,NCE,Nice,FR,Oetker Collection Hotels,Luxury hotel,,
Villa La Coste,NCE,Antibes,FR,Three Michelin keys,Luxury hotel,,
Château de la Chèvre d'Or,NCE,Nice,FR,,Luxury hotel,,
Domaine de Fontenille Luberon,NCE,,FR,,Luxury hotel,,
Hôtel du Cap-Eden-Roc,NCE,Nice,FR,,Luxury hotel,,
Château Saint-Martin & Spa,NCE,Nice,FR,,Luxury hotel,,
Hôtel Martinez,NCE,Nice,FR,,Luxury hotel,,
Hyatt Regency Nice Palais de la Méditerranée,NCE,Nice,FR,,Luxury hotel,,
Le Domaine du Mas de Pierre,NCE,,FR,,Luxury hotel,,
Le Negresco,NCE,Nice,FR,,Luxury hotel,,
Airelles Chateau Hotel de la Messardiere ,NCE,,FR,,Luxury hotel,,
Four Seasons NEVIS,NEV,,KN,Four Seasons,Luxury hotel,,
Shangri-La Ningbo,NGB,Ningbo,CN,,Luxury hotel,29.8683,121.5442
Park Hyatt Ningbo Resort and Spa,NGB,Ningbo,CN,,Luxury hotel,,
Japanese GP,NGO,,JP,Formula One race held at the Suzuka International Racing Course,Elite Destination,34.8417,136.5389
Amanemu,NGO,,JP,Aman resorts,Luxury hotel,,
Rosewood Shima,NGO,,JP,Rosewood Hotel,Luxury hotel,,
Hakuba,NGO,,JP,,Ski Resort,,
Grand WuJi Hotel,NKG,Jiangsu,CN,Hyatt Unbound,Luxury hotel,,
Nanjing Radisson Collection Resort,NKG,Nanjing,CN,Radisson Collection Hotel,Luxury hotel,32.0804863,119.016556
The Ritz-Carlton Nanjing,NKG,,CN,Ritz-Carlton,Luxury hotel,,
Shangri-La Nanjing,NKG,Nanjing,CN,,Luxury hotel,32.0617,118.7778
Andaz Nanjing Hexi,NKG,Nanjing,CN,,Luxury hotel,,
The Ritz-Carlton Nikko,NKM,,JP,Ritz-Carlton,Luxury hotel,,
Las Alcobas,NLU,Mexico City,MX,Luxury Collection Hotels,Luxury hotel,,
Andaz Mexico City Condesa,NLU,Mexico City,MX,,Luxury hotel,,
Casa Polanco,NLU,Mexico City,MX,,Luxury hotel,,
Na Lotus Hotel,NNG,,CN,Luxury Collection Hotels,Luxury hotel,,
Shangri-La Nanning,NNG,Nanning,CN,,Luxury hotel,22.8167,108.3167
Ashford Castle,NNR,,IE,,Luxury hotel,,
Noumea,NOU,,NC,,Elite residential,,
Rosewood Cape Kidnappers,NPE,,NZ,Rosewood Hotel,Luxury hotel,,
Astana,NQZ,,KZ,,Elite residential,,
The Ritz-Carlton Astana,NQZ,,KZ,Ritz-Carlton,Luxury hotel,,
The St. Regis Astana,NQZ,,KZ,St. Regis,Luxury hotel,,
Ginza,NRT,Tokyo,JP,,Elite residential,,
Aman Tokyo,NRT,,JP,Aman resorts,Luxury hotel,,
Bulgari Hotel Tokyo,NRT,Tokyo,JP,Bulgari Hotel,Luxury hotel,,
The Tokyo EDITION,NRT,Tokyo,JP,EDITION,Luxury hotel,,
Tokyo EDITION,NRT,Tokyo,JP,EDITION,Luxury hotel,,
Mandarin Oriental Tokyo,NRT,Tokyo,JP,Mandarin Oriental,Luxury hotel,,
The Ritz-Carlton Tokyo,NRT,Tokyo,JP,Ritz-Carlton,Luxury hotel,,
Rosewood Tokyo,NRT,Tokyo,JP,Rosewood Hotel,Luxury hotel,,
The Peninsula Tokyo,NRT,Tokyo,JP,The Peninsula,Luxury hotel,,
Shangri-La Manzhouli,NZH,Manzhouli,CN,,Luxury hotel,49.6,117.45
Berkeley,OAK,San Francisco,US,,Elite residential,,
Berkeley,OAK,San Francisco,US,,University,,
Stanford University,OAK,San Francisco,US,,University,,
Kahului,OGG,,US,,Adventure Tourism,,
Four Seasons HAWAII,OGG,,US,Four Seasons,Luxury hotel,,
Montage Kapalua Bay,OGG,,US,Montage,Luxury hotel,,
The Ritz-Carlton Maui Kapalua,OGG,,US,Ritz-Carlton,Luxury hotel,,
Grand Wailea A Waldorf Astoria Resort,OGG,Kahului,US,,Luxury hotel,,
Ho'olei at Grand Wailea,OGG,Kahului,US,,Luxury hotel,,
Andaz Maui at Wailea Resort,OGG,Kahului,US,,Luxury hotel,,
Fairmont Kea Lani,OGG,Kahului,US,,Luxury hotel,20.674,-156.4388
Kouri Island,OKA,,JP,,Adventure tourism,,
HOSHINOYA Okinawa,OKA,,JP,HOSHINOYA,Luxury hotel,,
IRAPH SUI,OKA,,JP,Luxury Collection Hotels,Luxury hotel,,
The Ritz-Carlton Okinawa,OKA,,JP,Ritz-Carlton,Luxury hotel,,
Charter Yachts,OLB,,IT,,Adventure Tourism,,
Porto Cervo,OLB,,IT,Exclusive seaside resort in Sardinia known for its luxury yacht marinas,Luxury hotel,,
Hotel Cala di Volpe,OLB,,IT,Luxury Collection Hotels,Luxury hotel,,
Romazzino,OLB,,IT,,Luxury hotel,,
7Pines Resort Sardinia,OLB,Olbia,IT,,Luxury hotel,,
JW Marriott Gold Coast Resort & Spa,OOL,,AU,JW Marriott,Luxury hotel,,
Six Senses PORTUGAL,OPO,,PT,Six Senses Resorts,Luxury hotel,,
Gold Coast,ORD,Chicago,US,,Elite residential,,
Winnetka,ORD,Chicago,US,,Elite residential,,
Four Seasons CHICAGO,ORD,Chicago,US,Four Seasons,Luxury hotel,,
JW Marriott Chicago,ORD,Chicago,US,JW Marriott,Luxury hotel,,
The Langham Chicago,ORD,Chicago,US,MICHELIN Two Key Hotel,Luxury hotel,,
The Ritz-Carlton Chicago,ORD,Chicago,US,Ritz-Carlton,Luxury hotel,,
The St. Regis Chicago,ORD,Chicago,US,St. Regis,Luxury hotel,,
The Peninsula Chicago,ORD,Chicago,US,The Peninsula,Luxury hotel,,
Neuilly-sur-Seine,ORY,Paris,FR,,Elite residential,,
Saint-Germain-des-Prés,ORY,Paris,FR,,Elite residential,,
Four Seasons PARIS,ORY,Paris,FR,Four Seasons,Luxury hotel,,
Le Bristol Paris,ORY,Paris,FR,Oetker Collection Hotels,Luxury hotel,,
Rosewood Paris,ORY,Paris,FR,Rosewood Hotel,Luxury hotel,,
The Peninsula Paris,ORY,Paris,FR,The Peninsula,Luxury hotel,,
The Thief ,OSL,,NO,,Luxury hotel,,
Amerikalinjen,OSL,,NO,,Luxury hotel,,
Grand Hotel Oslo,OSL,,NO,,Luxury hotel,,
JW Marriott Bucharest Grand Hotel,OTP,,RO,JW Marriott,Luxury hotel,,
Amankora,PBH,,BT,Aman resorts,Luxury hotel,,
COMO Uma Paro,PBH,,BT,COMO,Luxury hotel,,
COMO Uma Punakha,PBH,,BT,COMO,Luxury hotel,,
Rosewood Bhutan,PBH,,BT,Rosewood Hotel,Luxury hotel,,
Rosewood Thimphu,PBH,,BT,Rosewood Hotel,Luxury hotel,,
Six Senses BHUTAN,PBH,,BT,Six Senses Resorts,Luxury hotel,,
Mar-a-Lago,PBI,,US,,Elite Destination,,
Everglades Club,PBI,Miami,US,,Elite residential,,
West Palm Beach,PBI,Miami,US,,Elite residential,,
Four Seasons PALM BEACH,PBI,Miami,US,Four Seasons,Luxury hotel,,
The Vineta Hotel,PBI,Miami,US,Oetker Collection Hotels,Luxury hotel,,
Punta del Este,PDP,,UY,A glamorous resort town on Uruguay's southeastern coast,Elite residential,,
José Ignacio,PDP,,UY,An exclusive beach resort village near Punta del Este,Elite residential,,
Fasano Punta del Este,PDP,,UY,,Luxury hotel,,
The Ritz-Carlton Portland,PDX,,US,Ritz-Carlton,Luxury hotel,,
Castello di Reschio,PEG,Perugia,IT,,Luxury hotel,,
Beijing Central Government Complex,PEK,Beijing,CN,,Elite Destination,,
Sanlitun,PEK,Beijing,CN,Bustling nightlife district with trendy bars,Elite residential,,
Aman Summer Palace,PEK,,CN,Aman resorts,Luxury hotel,,
Bulgari Hotel Beijing,PEK,Beijing,CN,Bulgari Hotel,Luxury hotel,,
Four Seasons BEIJING,PEK,Beijing,CN,Four Seasons,Luxury hotel,,
JW Marriott Hotel Beijing Central,PEK,Beijing,CN,JW Marriott,Luxury hotel,,
Mandarin Oriental Beijing,PEK,Beijing,CN,Mandarin Oriental,Luxury hotel,,
The Ritz-Carlton Beijing,PEK,Beijing,CN,Ritz-Carlton,Luxury hotel,,
The Ritz-Carlton Beijing Financial Street,PEK,Beijing,CN,Ritz-Carlton,Luxury hotel,,
The St. Regis Beijing,PEK,Beijing,CN,St. Regis,Luxury hotel,,
The Peninsula Beijing,PEK,Beijing,CN,The Peninsula,Luxury hotel,,
JEN Beijing by Shangri-La,PEK,Beijing,CN,,Luxury hotel,39.9075,116.3972
China World Summit Wing,PEK,Beijing,CN,,Luxury hotel,39.9075,116.3972
Shangri-La Beijing,PEK,Beijing,CN,,Luxury hotel,39.924444,116.427778
The Peninsula Beijing,PEK,,CN,,Luxury hotel,,
Waldorf Astoria Beijing,PEK,Beijing,CN,,Luxury hotel,,
Park Hyatt Beijing,PEK,Beijing,CN,,Luxury hotel,,
South Perth,PER,,AU,,Elite residential,,
COMO The Treasury,PER,,AU,COMO,Luxury hotel,,
The Ritz-Carlton Perth,PER,,AU,Ritz-Carlton,Luxury hotel,,
Crown Metropol Perth,PER,,AU,COMO,Luxury hotel,,
Rosewood Lake Powell,PGA,,US,Rosewood Hotel,Luxury hotel,,
Four Seasons PHILADELPHIA,PHL,,US,Four Seasons,Luxury hotel,,
The Ritz-Carlton Philadelphia,PHL,,US,Ritz-Carlton,Luxury hotel,,
The Rittenhouse,PHL,,US,,Luxury hotel,,
Rittenhouse Hotel,PHL,,US,,Luxury hotel,,
University of Pennsylvania,PHL,,US,,University,,
Paradise Valley,PHX,Phoenix,US,,Elite residential,,
